"status","flags","citizen_level","citizen_color","deck","source_deck","source","source_file","source_row","front","back","front_original","back_original"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","444","לאן","verso dove","לאן","verso dove"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","445","איזה","qualche / circa","איזה","qualche / circa"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","446","כל יום","ogni giorno","כל יום","ogni giorno"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","447","יום ראשון","domenica","יום ראשון","domenica"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","448","יום שני","lunedì","יום שני","lunedì"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","449","יום שלישי","martedì","יום שלישי","martedì"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","450","יום רביעי","mercoledì","יום רביעי","mercoledì"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","451","יום חמישי","giovedì","יום חמישי","giovedì"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","452","יום שישי","venerdì","יום שישי","venerdì"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","453","יום שבת","sabato","יום שבת","sabato"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","454","איזה יום היום","che giorno è oggi?","איזה יום היום","che giorno è oggi?"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","457","שנה","anno","שנה","anno"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","458","שנים","anni","שנים","anni"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","460","סוף שבוע סופ""ש","fine settimana / weekend","סוף שבוע סופ""ש","fine settimana / weekend"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","461","מישהו","qualcuno","מישהו","qualcuno"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","462","משהו","qualcosa","משהו","qualcosa"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","463","לשתות","bere","לשתות","bere"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","464","אתה רוצה לשתות משהו","vuoi bere qualcosa?","אתה רוצה לשתות משהו","vuoi bere qualcosa?"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","465","עוד משהו","qualcos'altro?","עוד משהו","qualcos'altro?"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","466","מים קרים","acqua fredda","מים קרים","acqua fredda"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","467","מים חמים","acqua calda","מים חמים","acqua calda"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","468","רק כוס מים בבקשה","solo un bicchiere d'acqua, per favore","רק כוס מים בבקשה","solo un bicchiere d'acqua, per favore"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","469","כלום","niente","כלום","niente"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","470","כוללם","tutti","כוללם","tutti"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","471","אף אחד לא","nessuno","אף אחד לא","nessuno"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","474","חצי שעה","mezz'ora","חצי שעה","mezz'ora"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","475","שעה וחצי","un'ora e mezza","שעה וחצי","un'ora e mezza"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","476","מה השעה","che ore sono?","מה השעה","che ore sono?"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","477","אחת וחצי","1 30","אחת וחצי","1 30"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","478","שש וחצי","6 30","שש וחצי","6 30"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","479","פה","qui","פה","qui"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","480","שם","là / lì","שם","là / lì"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","481","איפה השירותים","dove sono i bagni?","איפה השירותים","dove sono i bagni?"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","482","או","o / oppure","או","o / oppure"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","483","אני בדרך","sto arrivando / sono per strada","אני בדרך","sto arrivando / sono per strada"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","484","אני בבית","sono a casa","אני בבית","sono a casa"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","485","אני בקניון","sono al centro commerciale","אני בקניון","sono al centro commerciale"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","486","אני בחנות","sono in negozio","אני בחנות","sono in negozio"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","487","ים","mare / spiaggia","ים","mare / spiaggia"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","488","יש לי טלפון חדש","ho un telefono nuovo","יש לי טלפון חדש","ho un telefono nuovo"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","489","יש לך טלפון חדש","tu / voi have a new phone masch. sing.","יש לך טלפון חדש","tu/voi have a new phone masch. sing."
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","491","יש לו טלפון חדש","lui has a new phone","יש לו טלפון חדש","lui has a new phone"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","492","יש לה טלפון חדש","lei has a new phone","יש לה טלפון חדש","lei has a new phone"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","493","יש לנו טלפון חדש","noi have a new phone","יש לנו טלפון חדש","noi have a new phone"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","494","יש ים בתל אביב","c'è il mare a Tel Aviv","יש ים בתל אביב","c'è il mare a Tel Aviv"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","495","אין ים בירושלים","non c'è il mare a Gerusalemme","אין ים בירושלים","non c'è il mare a Gerusalemme"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","496","קטן","small","קטן","small"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","497","גדול","large big","גדול","large big"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","498","כסף קטן","small cambiare","כסף קטן","small cambiare"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","499","כסף","money","כסף","money"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","500","טלפון","phone","טלפון","phone"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","501","זמן","time","זמן","time"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","502","מספיק","enough","מספיק","enough"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","503","אין לי מספיק זמן","io don t have enough time","אין לי מספיק זמן","io don t have enough time"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","504","כמהזמן יש לנו","how much time have noi ricevuto / ottenuto","כמהזמן יש לנו","how much time have noi ricevuto / ottenuto"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","505","יש לנו חצי שעה","noi have mezz'ora","יש לנו חצי שעה","noi have mezz'ora"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","506","סליחה","excuse me io m sorry","סליחה","excuse me io m sorry"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","508","רעיון טוב","buono / bene idea","רעיון טוב","buono/bene idea"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","509","בעיה","problem","בעיה","problem"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","510","אין בעיה","là / lì s no problem","אין בעיה","là / lì s no problem"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","511","שאלה","lei - passato di chiedere","שאלה","lei - passato di chiedere"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","512","שאלה טובה","buono / bene question","שאלה טובה","buono/bene question"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","513","קפה","caffè","קפה","caffè"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","514","סוכר","sugar","סוכר","sugar"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","515","חלב","milk","חלב","milk"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","516","גלידה","ice cream","גלידה","ice cream"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","517","תותים","strawberries","תותים","strawberries"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","518","עוגה","cake","עוגה","cake"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","519","יין אדום","red wine","יין אדום","red wine"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","520","יין לבן","white wine","יין לבן","white wine"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","521","סוף סוף","finally","סוף סוף","finally"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","522","עם","con","עם","con"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","523","איתי","con me","איתי","con me"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","524","איתך","con te (m. sing.)","איתך","con te (m. sing.)"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","526","איתו","con lui","איתו","con lui"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","527","איתה","con lei","איתה","con lei"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","528","איתנו","con noi","איתנו","con noi"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","529","בלי","without","בלי","without"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","530","מאוד","very","מאוד","very"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","531","ממש","davvero","ממש","davvero"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","532","לא ממש","non davvero","לא ממש","non davvero"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","533","באמת","davvero","באמת","davvero"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","534","ממש לא","absolutely non","ממש לא","absolutely non"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","535","היום","oggi","היום","oggi"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","536","מחר","tommorow","מחר","tommorow"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","537","אולי","maybe","אולי","maybe"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","538","אולי מחר בבוקר","maybe tommorow morning","אולי מחר בבוקר","maybe tommorow morning"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","539","זה תלוי","it depends","זה תלוי","it depends"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","540","זה תלוי בביונסה","it depends on beyonce","זה תלוי בביונסה","it depends on beyonce"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","541","זה לא תלוי בביונסה","it doesn t depend on beyonce","זה לא תלוי בביונסה","it doesn t depend on beyonce"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","542","בוקר טוב","buono / bene morning","בוקר טוב","buono/bene morning"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","543","ערב טוב","buono / bene evening","ערב טוב","buono/bene evening"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","544","לילה טוב","buono / bene night","לילה טוב","buono/bene night"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","545","יום טוב","have a nice giorno","יום טוב","have a nice giorno"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","546","גם","also","גם","also"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","547","גם אני","me too","גם אני","me too"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","548","גם וגם","both","גם וגם","both"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","549","זה","this that it","זה","this that it"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","550","זה או זה","this o / oppure that","זה או זה","this o / oppure that"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","551","מי זה","chi is it","מי זה","chi is it"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","552","מה זה","che cosa / cosa is it","מה זה","che cosa / cosa is it"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","553","רק","just only","רק","just only"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","554","רק שניה","just a second","רק שניה","just a second"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","555","רק רגע","just a moment","רק רגע","just a moment"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","556","בטח","probabilmente / di sicuro / dev’essere","בטח","probabilmente / di sicuro / dev’essere"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","557","מעולה","great","מעולה","great"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","558","ברור","chiaro","ברור","chiaro"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","559","עסוק","busy masch. sing.","עסוק","busy masch. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","560","עסוקה","busy femm. sing.","עסוקה","busy femm. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","561","עסוקים","busy masch. plur.","עסוקים","busy masch. plur."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","562","עסוקות","busy femm. plur.","עסוקות","busy femm. plur."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","563","רעב","hungry masch. sing.","רעב","hungry masch. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","564","רעבה","hungry femm. sing.","רעבה","hungry femm. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","565","עייף","tired masch. sing.","עייף","tired masch. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","566","עייפה","tired femm. sing.","עייפה","tired femm. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","567","מוכן","ready masch. sing.","מוכן","ready masch. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","568","מוכנה","ready femm. sing.","מוכנה","ready femm. sing."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","569","מוכנים","ready masch. plur.","מוכנים","ready masch. plur."
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","570","מוכנות","ready femm. plur.","מוכנות","ready femm. plur."
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","571","הקפה עוד לא מוכן","the caffè is non ready yet","הקפה עוד לא מוכן","the caffè is non ready yet"
"review","translation_language_mixed","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","572","העוגה עוד לא מוכנה","the cake is non ready yet","העוגה עוד לא מוכנה","the cake is non ready yet"
"ok_candidate","","1","red","Red","Citizen Cafe Red Level","citizen_cafe_review_zip","citizen_cafe_batch_ebraico_italiano_completo.zip","573","עוד לא","non yet","עוד לא","non yet"
